,radx_project,project_title,awardee,project_number,pNum_link,foa,foa_link,summary
159,RADx-rad,A SARS-CoV-2 Breathalyzer for Direct Virus Detection,"Aerosol Devices, Inc.",1R42DE030832-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10266353&icde=53209900&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-021,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-021.html,"This project will develop and test a novel breathalyzer for detecting aerosolized SARS-CoV-2 directly from exhaled breath in near real-time by marrying a proven, cutting-edge aerosol sampling technology with a novel and inexpensive virus detector. Aersol Devices Inc will modify its commercial bioaerosol collector, which is used to sample from the ambient environment, to enable it to collect viruses from breath samples into a concentrated liquid sample."
160,RADx-rad,SCENTinel: A Rapid Smell Test for COVID-19 Surveillance,Monell Chemical Senses Center,1U01DC019578-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10264616&icde=53208103&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-022,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-022.html,"This project will be testing and deploying a rapid and objective measure of smell ability, the SCENTinel test, for widespread COVID-19 surveillance."
161,RADx-rad,Rapid Olfactory Tools for Telemedicine-friendly COVID-19 Screening and Surveillance,University of Florida,1U01DC019573-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10263657&icde=53208224&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-022,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-022.html,"This project will develop and implement objective, self-administered smell tests for the purpose of identifying individuals with COVID-19 prior to, or in the absence of, viral testing, as well as for use in population-level surveillance of COVID-19 spread."
162,RADx-rad,Longitudinal at Home Smell Testing to Detect Infection by SARS-CoV-2,"ADK Group, LLC",1U01DC019579-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10264619&icde=53208290&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,RFA-OD-20-022,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-022.html,"This project will develop a native app to conduct longitudinal COVID-19 smell test, collect data on asymptomatic health care workers, symptomatic patients, and undergraduates and develop algorithms for the longitudinal smell test for personalized thresholds, differentiate smell loss from COVID-19 relative to influenza, and assess risk of developing pulmonary disease in COVID-19 infected patients."
163,RADx-rad,Diagnosing and Predicting Risk in Children with SARS-CoV-2- Related Illness,"University of California, San Diego",1R61HD105590-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10271147&icde=53205968,RFA-OD-20-023,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-023.html,This project will define the antibody repertoire against all known human coronaviruses and determine how pre-existing antibody to other coronaviruses may shape the immune response in acute SARS-CoV-2 infection and multisystem inflammatory syndrome in children.
164,RADx-rad,A Data Science Approach to Identify and Manage Multisystem Inflammatory Syndrome in Children (MIS-C) Associated with SARS-CoV-2 Infection and Kawasaki Disease (KD) in Pediatric Patients,Johns Hopkins University,1R61HD105591-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10272448&icde=53205950,RFA-OD-20-023,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-023.html,"This project will systematically address the overlap between KD and MIS-C and create salient machine-learning based prediction models for diagnosis/identification, management, and short- and long-term outcomes of MIS-C based on our previously developed predictive models for KD in a process akin to transfer learning; also validate and evaluate the performance and clinical utility of these models in a predictive clinical decision support system for the diagnosis and management of pediatric patients presenting with features indicative of either MIS-C or KD."
165,RADx-rad,AICORE-kids: Artificial Intelligence COVID-19 Risk AssEssment for kids,Baylor College Of Medicine,1R61HD105593-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10272787&icde=53205940,RFA-OD-20-023,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-023.html,"This project will characterize pediatric COVID-19 and stratify incoming patients by projected (future) disease severity to improve treatment planning and direct treatment. The study proposes an artificial intelligence/machine learning approach to integrate this rich and heterogeneous dataset, characterize the spectrum of disease and identify biosignatures that predict severity in progressive disease."
166,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),Connecticut Children's Medical Center,1R61HD105613-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10273778&icde=53205934,RFA-OD-20-023,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-023.html,"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
167,RADx-rad,Diagnosis of MIS-C in Febrile Children,Children's Hospital of Philadelphia,1R61HD105594-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10272856&icde=53205922,RFA-OD-20-023,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-023.html,"This project will determine the reproducible changes in breath, urine, and salivary volatile composition in children diagnosed with multisystem inflammatory syndrome in children (MIS-C). These studies will be integrated with clinical and immunological profiling to develop (during R61 phase) and validate (during R33 phase) a novel and much-needed MIS-C diagnostic, which is expected to have a major impact on care of febrile children."
168,RADx-rad,Severity Predictors Integrating Salivary Transcriptomics and Proteomics with Multi Neural Network Intelligence in SARS-CoV2 Infection in Children (SPITS MISC),Central Michigan University,1R61HD105610-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10273618&icde=53205904,RFA-OD-20-023,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-023.html,This project will improve outcomes of children with SARS-CoV-2 by early identification and treatment of those at risk for severe illness. Central hypothesis of the study is that a model that integrates salivary biomarkers with social and clinical determinants of health will predict disease severity in children with SARS-CoV-2 infection.
169,RADx-rad,Discovery and Clinical Validation of Host Biomarkers of Disease Severity and Multi-System Inflammatory Syndrome in Children (MIS-C) with COVID-19,"University of California, San Francisco",1R61HD105618-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10273964&icde=53205889,RFA-OD-20-023,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-023.html,"This project will develop clinical assays that can evaluate and predict severity of pediatric COVID-19 disease, ranging from asymptomatic or mildly symptomatic to severe manifestations such as multisystem inflammatory syndrome in children (MIS-C)."
170,RADx-rad,COVID-19 Network of Networks Expanding Clinical and Translational Approaches to Predict Severe Illness in Children (CONNECT to Predict Sick Children),Robert Wood Johnson Medical School,1R61HD105619-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10273971&icde=53205865,RFA-OD-20-023,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-20-023.html,"This project will use the COVID-19 Network of Networks Expanding Clinical and Translational approaches to Predict Severe Illness in Children (CONNECT to Predict SIck Children) infrastructure, providing access to data on >15 million children. This network will systematically integrate social, epidemiological, genetic, immunological, and computational approaches to identify both population- and individual-level risk factors for severe illness."
171,RADx-rad,Virus Counter: Rapid and Sensitive Diagnostics Based on Digital Detection of Individual Pathogens,Boston University,3U54HL119145-07S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10316833&icde=53233685,PA-20-272 and NOT-OD-21-035,https://grants.nih.gov/grants/guide/pa-files/pa-20-272.html https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-035.html,This project will customize an established virus detection system that has already shown the ability to detect viruses such as Ebola and Marburg viruses to develop a focused assay for SARS-CoV-2.
172,RADx-rad,MOF-SCENT: Metal-organic Frameworks for Screening COVID-19 by Electronic-Nose Technology to Improve Selectivity and Time Response,Missouri University of Science and Technology,1U01HL152410-01,https://projectreporter.nih.gov/project_info_description.cfm?aid=10312631&icde=53210220&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,PA-20-272 and NOT-OD-21-035,https://grants.nih.gov/grants/guide/pa-files/pa-20-272.html https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-035.html,"This project will develop a collection of identical electromagnetic sensors, each equipped with a distinct metal-organic frameworks (MOFs) material that can identify volatile organic compounds that indicates the COVID-19 disease."
173,RADx-rad,Broad-spectrum Detection of VOC and Non-VOC Biomarkers from Patient Exhalant using Biomimetic Multiplexed eNose Biosensor for COVID-19 Diagnosis,University of Washington,3U01HL152401-02S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10312529&icde=53210256&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,PA-20-272 and NOT-OD-21-035,https://grants.nih.gov/grants/guide/pa-files/pa-20-272.html https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-035.html,This project will develop a biomimetic olfaction-and gustation-based sensors for detecting volatile organic compound biomarkers against SARS-CoV-2 that also incorporate detection of biomarkers of protein and nucleic acid origin.
174,RADx-rad,A Rapid Saliva Antigen Test for SARS-CoV-2 Detection,Brigham and Women’s Hospital,3U54HL119145-07S1,https://projectreporter.nih.gov/project_info_description.cfm?aid=10316833&icde=53233685,PA-20-272 and NOT-OD-21-035,https://grants.nih.gov/grants/guide/pa-files/pa-20-272.html https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-035.html,"This project will develop an ultrasensitive point of contact antigen-based diagnostics for the detection of SARS-CoV-2 by uniquely combining nanotechnology, low-cost optical sensing, and machine learning."
175,RADx-rad,A Rapid Breathalyzer Diagnostics Platform for COVID-19,Rutgers University,5U01HL150852-02,https://projectreporter.nih.gov/project_info_description.cfm?aid=10316635&icde=53210310&ddparam=&ddvalue=&ddsub=&cr=1&csb=default&cs=ASC&pball=,PA-20-272 and NOT-OD-21-035,https://grants.nih.gov/grants/guide/pa-files/pa-20-272.html https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-035.html,"This project will develop a novel testing platform that detects SARS-CoV-2 virions in a patient’s breath. The technology captures exhaled breath into the COVID breathalyzer, where droplets and other emitted particles captured by a liquid-membrane scrubber are retrieved by a microfluidic chip designed to detect the presence of SARS-CoV-2 virus."
176,RADx-rad,"RADx-rad: A Rapid, Sensitive, Point-of-care, Antigen-based Diagnostics for SARS-CoV-2",Boston Biomedical Innovation Center (B-BIC),5U54HL119145-07,https://projectreporter.nih.gov/project_info_description.cfm?aid=9749220&icde=53205665,PA-20-272 and NOT-OD-21-035,https://grants.nih.gov/grants/guide/pa-files/pa-20-272.html https://grants.nih.gov/grants/guide/notice-files/NOT-OD-21-035.html,"This project will develop a simple, low-cost, rapid saliva-based test using test strips that incorporate novel high affinity SARS-CoV-2 binder nanodiscs. The study aims are focused on producing and optimizing the test strip components and performing a feasibility study on archived patient samples."
177,RADx-rad,Hyperplexed sample barcoded screening for SARS-CoV-2 by Next Generation Sequencing,National Institute of Environmental Health Sciences,Z01-ES100475,NA,NA,NA,"This project will develop an easily scalable and massively paralleled multiplexed screening method by next generation sequencing with sample-specific combinatorial barcoded indexes, that detects both SARS-COV-2 viral gRNA content and the tested subject’s cellular transcriptional response to infection simultaneously and incorporates these data into a prognostic model of disease outcome."
